Provider,PotentialFraud,degree,eigenvector_centrality,clustering_coefficient,pagerank
PRV55331,0,59,1.4288215955527797e-07,0.00014631922823245538,1.2527428477653659e-05
PRV56313,0,9,5.65689514849344e-08,0.00038698926387874645,3.031912961425949e-06
PRV57240,0,190,1.0113769531339895e-06,0.00010447486935518418,4.1182023464053725e-05
PRV53057,0,135,2.040854590839164e-07,0.00014465405461666465,2.831740412404496e-05
PRV55040,0,18,3.877002541169995e-07,0.00022238890959992838,4.917091260370626e-06
PRV57727,0,40,7.789546097647947e-07,0.00011028738280976256,1.0158817026881954e-05
PRV54442,0,168,6.626658762459779e-08,7.227421905757757e-05,3.2878599575624995e-05
PRV52528,0,71,8.220472479803312e-07,0.00018000545200809725,1.464116018098407e-05
PRV54836,0,20,4.197923274792522e-07,0.00013366895444579492,5.199253541053663e-06
PRV56980,0,42,1.5936672268624314e-07,0.00011033281732528548,9.289887850088199e-06
PRV56919,0,5,7.87012230939568e-08,0.0003672943614085585,1.9796226606293316e-06
PRV53255,0,72,9.458986994831328e-07,8.805513057160669e-05,1.529246670809534e-05
PRV54530,0,34,1.9317379154998396e-07,0.0005301547081286396,7.916921175257913e-06
PRV54119,0,33,6.624287478178525e-07,0.00016944458608782688,7.532534059262488e-06
PRV52529,0,28,3.1182733804222844e-07,0.0002625950998653679,6.492590468602439e-06
PRV56881,0,188,3.014695978598838e-07,0.0001740751038506903,3.576228252647468e-05
PRV57733,0,109,1.6636677643452632e-07,0.00014601561705714073,2.2336010674568703e-05
PRV54810,0,20,1.6403183693995665e-07,0.00018183251221065441,4.7344443990715766e-06
PRV54410,0,91,2.865555448945628e-07,0.00013939361991863772,1.9646335275381657e-05
PRV56010,0,221,3.208459638134083e-06,4.6220885210345124e-05,4.5337733195041914e-05
PRV54140,0,12,1.9599540824163756e-07,0.00012642009580165881,3.906218864666295e-06
PRV51671,0,98,4.1603960994652264e-06,6.180143192842169e-05,2.204527782982001e-05
PRV51152,0,207,3.023230021534305e-07,0.00013310008930439608,4.050860335747903e-05
PRV54852,0,467,5.725949050484799e-08,0.00010539011540153867,8.82851180883643e-05
PRV53044,0,166,8.12508660104886e-07,7.38350332933389e-05,3.4487501888176516e-05
PRV55538,0,5,7.867519321243993e-08,0.0003672943614085585,2.644538273637572e-06
PRV52864,0,78,1.1639897587286195e-06,0.00012234803465842008,1.5795143061690295e-05
PRV51264,0,97,1.1517916344273657e-06,5.5647136775566565e-05,2.1442084186508773e-05
PRV53274,0,73,1.2628811490453156e-06,8.278183996902116e-05,1.6778697633655096e-05
PRV55965,0,83,9.387272862888795e-07,7.40284298843547e-05,1.750423663203006e-05
PRV55475,0,39,8.002280742892208e-07,0.0001179192989608606,9.558203683151519e-06
PRV55464,0,72,1.125356823403179e-06,7.341685909568786e-05,1.7141644312157952e-05
PRV54024,0,98,1.0185278324542343e-07,8.418216695260601e-05,2.078585604822592e-05
PRV53875,0,103,1.9060152575648376e-06,7.273228134206391e-05,2.21470615442958e-05
PRV52773,0,6,6.132523084701848e-08,0.0004368750886944854,2.6649557539406917e-06
PRV53204,0,14,2.2375112566045134e-07,0.0001737060004539637,4.044081892977582e-06
PRV51745,0,38,1.562756012677514e-07,0.00013739401935341993,8.535017769381202e-06
PRV53390,0,39,3.234818748702969e-07,0.00013114278601791352,8.322808670225005e-06
PRV53647,0,17,1.1344634410361717e-07,0.00024118600414144186,4.445459037347692e-06
PRV53644,0,62,3.457044410530875e-07,0.00011958129607165514,1.3772248313780738e-05
PRV52760,0,12,1.5055160307932291e-07,0.00014282114012090173,3.3619420434257455e-06
PRV52485,0,12,1.71623319608539e-07,0.00022066665088945882,3.348964463573767e-06
PRV53364,0,65,1.5315803349062064e-07,8.92003515934497e-05,1.3676701716099245e-05
PRV51395,0,52,2.7839201959215513e-06,9.101940278351453e-05,1.0689172157916995e-05
PRV52966,0,7,9.294676086744775e-08,0.0003311262980096272,2.309091777313345e-06
PRV51186,0,5,2.4032659441685643e-08,0.0004205181491338824,2.1704588552219812e-06
PRV51906,0,58,5.2827491971688e-08,0.0005321039209366068,1.2703683980503697e-05
PRV51175,0,99,1.4606996617477115e-06,8.71220647047814e-05,2.1479070632619767e-05
PRV52911,0,14,1.2064602491872017e-07,0.00018521885467940775,4.036520769245264e-06
PRV56032,0,25,1.747992388399119e-07,0.00013456798948453862,6.700090297476421e-06
PRV54689,0,49,1.0237885725900797e-06,0.0001360417431145843,1.0885791045933072e-05
PRV54120,0,5,1.1296907099695058e-07,0.00019832330965684845,2.686753156417257e-06
PRV53879,0,36,4.991795106833335e-07,0.00010281317968987105,8.501877911721656e-06
PRV51995,0,49,1.1315969623558489e-07,8.987113107349125e-05,1.1296159968283391e-05
PRV51134,0,33,2.1964146527733962e-07,0.00014343937118317226,8.777216473716266e-06
PRV57740,0,26,1.9228725796380212e-07,8.268346720116986e-05,6.064250726621016e-06
PRV57741,0,38,2.656467373592666e-08,0.00013220573319454703,7.834085226707415e-06
PRV51708,0,12,1.1656438887987403e-06,0.0001744416420292444,3.279876233335143e-06
PRV56089,0,3,5.2457754243365966e-08,0.0005366467383259633,1.6173301454705204e-06
PRV52432,0,149,2.29487917017839e-07,0.00018214408374848956,2.9567233691640962e-05
PRV52390,0,87,9.92536320054227e-07,9.306140901929853e-05,1.8128461243200118e-05
PRV54451,0,35,3.736062273060685e-08,0.0001437582061702487,7.738971135704001e-06
PRV54039,0,65,7.492143860311168e-08,0.0001666716295314623,1.3470658683825534e-05
PRV54269,0,305,9.30588929224146e-07,0.0003113382726468093,5.706926105217371e-05
PRV56892,0,34,2.2926895363728853e-07,0.00045379980346048473,7.785412574013669e-06
PRV53544,0,45,6.920110349984014e-08,0.0001657612675045411,1.1152450834872422e-05
PRV51351,0,75,1.672738807249415e-06,6.948043496748566e-05,1.6320048063654385e-05
PRV53965,0,284,7.587520183617408e-07,0.00024249843979328697,5.510143912812834e-05
PRV56523,1,52,4.8326638565350715e-08,9.37004034236595e-05,1.0810306361238954e-05
PRV56531,0,11,7.882242396080182e-08,0.00021541381240557187,3.240243875744753e-06
PRV55117,0,11,2.0587015516481862e-07,0.00010604657348865384,3.1582806820240243e-06
PRV56113,0,108,1.0341891372738471e-07,0.00012139898033379891,2.1706320252536192e-05
PRV51930,0,15,3.0904313777432445e-07,0.0001632847179257949,4.750549736816516e-06
PRV53071,0,68,3.204034434085787e-07,0.0001260897259610229,1.4775873943845786e-05
PRV52750,0,64,4.3633341428524705e-08,9.139123717338008e-05,1.3572732812435328e-05
PRV52616,0,38,4.948619265444178e-07,0.00010197129953651875,8.666734321879932e-06
PRV57756,0,70,2.521484843873981e-07,6.985934657389225e-05,1.5944288877852603e-05
PRV55371,0,8,8.867346046638141e-08,0.000370679978211826,2.704120679647262e-06
PRV56939,0,46,1.0600375227826233e-07,0.000156125700548744,9.349757265138172e-06
PRV54795,0,51,4.217473231209084e-07,6.591543355252215e-05,1.3430668645616841e-05
PRV55372,0,29,2.3755174417503005e-08,0.0003853741027921055,6.892838882771766e-06
PRV55365,0,18,1.5478576727937203e-08,0.0004228473882253177,4.393258164851098e-06
PRV51897,0,167,7.319159230815227e-07,8.403498064775374e-05,3.3882781306945606e-05
PRV51500,0,22,7.326619122217062e-07,0.00015716594233902188,5.467737026865896e-06
PRV51738,0,41,4.314964807890299e-07,0.00015036739657017857,8.975496550786592e-06
PRV57486,0,90,7.136404565713426e-08,0.00021206937182275692,1.8617269608314726e-05
PRV53428,0,54,1.0826238911785596e-06,0.00010112978785994258,1.222191051602982e-05
PRV55569,0,23,4.2297966000886264e-07,0.00018849030459445714,5.911340989506369e-06
PRV57683,0,33,1.0519837636898751e-07,0.00011298427217604174,7.156303572234005e-06
PRV56308,0,38,2.2865115938977698e-07,0.00022003146991877366,8.88892130550033e-06
PRV55285,0,16,1.5969187601444869e-07,0.00017916918713055917,4.272177039799508e-06
PRV54677,0,73,1.1733064436986253e-07,0.00021671283939818272,1.7098797436331772e-05
PRV55558,0,76,1.076211957697996e-07,5.973526078144245e-05,1.5186121137771265e-05
PRV57273,0,25,7.939907785597972e-08,0.00037843927519486657,6.178258747883821e-06
PRV51298,0,270,4.1195025357340144e-07,0.00011547326182967163,5.301913990360149e-05
PRV53321,0,211,3.7174177785706696e-07,0.0001204896644363376,4.3696860096962296e-05
PRV51181,0,27,1.085589542149191e-06,0.00017397375775714374,6.291776041315368e-06
PRV56832,0,26,2.713099742861921e-07,9.644133621934315e-05,6.856340311765503e-06
PRV57676,0,32,3.7532863351950275e-07,0.00010811058003845509,7.590616308633876e-06
PRV51392,0,42,6.24713982384481e-07,0.00016686752628178585,9.591912924187342e-06
PRV51563,0,54,1.3478426182820061e-06,0.0001198956010305971,1.1832591806682577e-05
PRV54544,0,70,1.440066724229985e-07,0.0005752396330849066,1.4571819463513917e-05
PRV57447,0,21,3.1050088664933114e-07,0.00010737350636741285,6.02813751782538e-06
PRV53562,0,28,6.360717547724934e-08,0.0001920843375240232,6.406393957892568e-06
PRV52184,0,54,5.186428981861843e-07,9.121719485910383e-05,1.154081524196408e-05
PRV53638,0,298,5.849385250482298e-07,0.00010578222802796124,5.772723865611314e-05
PRV57276,0,27,7.169062865264107e-08,0.0002131978789460325,6.802653207377054e-06
PRV52770,0,17,8.960537445493579e-08,0.0001512139926731876,4.349912125867182e-06
PRV51709,0,25,5.413449570253883e-07,0.00015875575199012531,5.991385528785593e-06
PRV53642,0,15,1.1890038366237733e-09,0.0002244289366434288,4.793498926844998e-06
PRV53648,0,52,3.029791849282236e-07,0.00017289765435921136,1.1850970439211293e-05
PRV54007,0,16,1.4817741626145114e-07,0.00023390497211189662,4.182656634400267e-06
PRV56146,0,54,3.906602746411038e-07,0.00018479298606362558,1.2080908595519358e-05
PRV52714,0,13,2.449867854952271e-07,0.00011438367236056727,3.5472245955182885e-06
PRV56700,0,12,2.2667383843432965e-07,0.0001472631883238659,3.460715106353777e-06
PRV55072,0,118,2.0970650458772446e-07,6.354239515229952e-05,2.3752047532740682e-05
PRV54344,0,126,2.149622463004731e-06,9.743795660226041e-05,2.7478983706425267e-05
PRV55309,0,88,6.075822826047976e-09,0.00015777471459074865,1.794984644878693e-05
PRV51306,0,43,1.2332918351804483e-07,0.00017208734801367153,1.0014759870973648e-05
PRV54992,0,40,5.496443303267699e-07,8.844147025793549e-05,9.300225913658292e-06
PRV56935,0,65,2.2807791430922077e-08,0.00022812215301570117,1.3302396502058934e-05
PRV54610,0,122,1.5919849641583975e-07,0.00021570474034264732,2.4610090456489968e-05
PRV55613,0,18,7.518824310693631e-08,0.00021379712829112173,4.596658754458529e-06
PRV54482,0,16,9.140064613283378e-08,0.00016020932408725513,4.34967863585323e-06
PRV56193,0,38,2.2225917479826865e-07,0.00012875161333927547,8.658454433689181e-06
PRV55985,0,141,2.5630924135519385e-06,7.981905770813705e-05,2.995767992930298e-05
PRV56184,0,41,1.459050642339429e-07,0.00018992877829632527,9.535227050102977e-06
PRV51547,0,32,1.0559423014480431e-06,0.00011446577487499395,7.3124356718909745e-06
PRV54703,0,27,5.446995260932786e-07,0.00012441977162249007,6.401365068351495e-06
PRV51870,0,130,2.033044150846167e-06,4.7206364245108476e-05,2.7374907142219753e-05
PRV51203,0,51,3.8214385338459145e-07,0.00010243444172370255,1.0949657884650018e-05
PRV51742,0,36,2.5853781034233756e-07,0.00014862208514224636,8.469567783971606e-06
PRV56960,0,21,2.8356811674130924e-08,0.00015216410431427986,4.804427381909127e-06
PRV54167,0,27,3.451604970285025e-07,0.00014728381928116982,6.6242719099143245e-06
PRV54129,0,12,2.2831249123520829e-07,0.00016350292554802014,3.3835743238045286e-06
PRV53402,0,43,1.5292901716378495e-07,0.00020497548926442656,1.030114179272553e-05
PRV56656,0,92,3.798898629568436e-08,0.00010878976218876965,1.8740387737426808e-05
PRV54023,0,36,6.58798102487814e-08,0.0001379570640603503,8.293813976234243e-06
PRV53162,0,14,1.5079240967950465e-07,0.00020243436425398272,3.787241298140313e-06
PRV56430,0,93,6.873697636982398e-07,4.898369294049514e-05,2.16386615128755e-05
PRV54444,0,74,1.0308228623461344e-07,0.00010549297003622296,1.6155492250922892e-05
PRV51214,0,20,1.9691772241161443e-07,0.00013817181116389907,4.910673291569757e-06
PRV51202,0,31,4.084110273480655e-07,0.00013716987796350753,7.235846367607685e-06
PRV54623,0,100,9.451538594717281e-08,0.0005448140864146487,2.0210982780152487e-05
PRV51429,0,25,6.717017165798852e-07,0.00011891981492519733,6.966739910133321e-06
PRV55508,0,43,6.692008186258061e-07,0.00013046781603465787,9.300196072369403e-06
PRV56357,0,40,3.1914291426070284e-07,0.00011676647826070673,8.821511692390773e-06
PRV54112,0,80,9.314427921936984e-07,0.00016726321781692315,1.6046589890463843e-05
PRV56521,0,87,1.9585613182589185e-07,0.0001748010471246437,1.745438979166388e-05
PRV54159,0,87,4.5438211485136204e-07,0.00013843652653445251,1.9345928087123926e-05
PRV54304,0,3,9.921319802476317e-09,0.0006143071645815212,1.590440236604417e-06
PRV56073,0,31,7.602242742754977e-08,0.0001589292317123632,6.905265379929829e-06
PRV54184,0,27,6.228801592791179e-08,0.0002596035906479311,6.682484045098938e-06
PRV56530,0,7,1.261091926959257e-07,8.085195068668468e-05,2.5661742250402833e-06
PRV51909,0,41,5.603834106952509e-07,9.583718117698406e-05,9.527515132776239e-06
PRV56115,0,6,1.0492093567267233e-07,0.000450755014649538,2.180589972193244e-06
PRV55880,0,41,1.596525163421155e-07,0.00014797330428622022,8.936732386180677e-06
PRV57283,0,2,1.3132246749306106e-08,0.0003380662609871535,1.7390153110729513e-06
PRV56878,0,67,1.4449631976703862e-07,0.0005271916472720138,1.4490815901527404e-05
PRV54166,0,54,4.0216433963178366e-08,0.00015728933371150116,1.2756933013997218e-05
PRV52264,0,61,8.18805923539548e-08,0.00010057339287462433,1.2668173172551878e-05
PRV54947,0,65,7.536223989460857e-07,8.165534659016933e-05,1.3638806618421198e-05
PRV56149,0,73,1.2718452844249511e-06,0.00018051615343762866,1.6596980041403203e-05
PRV56884,0,21,2.902836098507535e-07,0.00010360067081041038,5.3109360154946776e-06
PRV55425,0,64,1.5721957733295346e-07,0.0007151093077885442,1.3067267560909469e-05
PRV53727,0,54,1.238792016314454e-07,0.0001352972949356499,1.1627904500658929e-05
PRV56004,0,12,1.7770416383858567e-07,0.00011993544668369353,3.4545918011178538e-06
PRV52423,0,146,4.722813976566177e-07,0.00010805753397811311,2.8258604698717026e-05
PRV52451,0,48,5.8283689374007826e-08,0.00013891264319829003,1.0253488607946566e-05
PRV52598,0,76,2.094656962362097e-06,7.987339516183773e-05,1.7322863707222016e-05
PRV56374,0,66,4.471457599168183e-07,0.00026791829255398117,1.5073183957640949e-05
PRV52681,0,7,1.1777180807602002e-07,0.0001439949345212829,2.930870579494023e-06
PRV55794,0,29,2.474010751132691e-07,9.012197562950889e-05,7.348182534805306e-06
PRV55436,0,30,6.614598081757693e-07,0.00015449192635534013,6.8049886759885e-06
PRV52830,0,85,1.0759889928343355e-06,8.392691748522562e-05,1.8462062503708783e-05
PRV51082,0,85,5.493476143453811e-07,5.6772228261807464e-05,1.7653218107277104e-05
PRV54002,0,30,2.103055287589026e-07,0.00010690946625744989,7.278842740239694e-06
PRV54020,0,18,7.528733752559694e-08,0.0002692291946643059,4.531431426775206e-06
PRV55539,0,9,2.3243883634337005e-07,0.0002478236210628483,2.8183609068360984e-06
PRV52755,0,32,1.06793853745989e-07,0.00020147677612246197,7.284658673514145e-06
PRV52658,0,96,8.393332632267278e-07,5.616185901780387e-05,2.003040765546475e-05
PRV53844,0,133,2.18464902950791e-08,9.461603153141308e-05,2.677019992062523e-05
PRV57328,0,98,1.7813208824396958e-06,7.70429709863293e-05,2.049517109986081e-05
PRV56677,0,2,3.531655520290237e-09,0.0003380662609871535,2.266419649468227e-06
PRV53363,0,103,6.206496499060881e-08,6.760746497538706e-05,2.044684839913337e-05
PRV55537,0,35,6.314036999689162e-07,0.00010564388707384479,7.9270956617141e-06
PRV54303,0,43,5.633945169198171e-08,0.0001713861838276512,9.56707461340968e-06
PRV57647,0,117,1.5039656450251132e-06,0.00024148192653898878,2.476157486720153e-05
PRV52513,0,54,4.21679374504092e-07,0.00011559014725610616,1.1711473327560105e-05
PRV53487,0,105,2.0911283743175172e-08,0.00029535795767946817,2.140503509665393e-05
PRV53474,0,13,1.5797570056983854e-07,0.00011948219844289343,3.947973332296132e-06
PRV56062,0,60,3.06865792418937e-07,6.114863695130365e-05,1.2826164453299849e-05
PRV51222,0,13,9.84384564842021e-08,0.00034623364795653347,3.581362155991519e-06
PRV51206,0,26,4.900524268428781e-07,0.00014895532315088825,6.267531439749044e-06
PRV52944,0,9,8.861502281007203e-08,0.00024625972042129735,3.045760530943736e-06
PRV56187,0,49,6.658370027775328e-08,0.0001658509302897868,1.114381751931477e-05
PRV54198,0,14,1.2585090200214495e-07,9.805939563411761e-05,3.6781378036866833e-06
PRV54468,0,52,2.260069533097458e-07,9.352604183029154e-05,1.2116345145839442e-05
PRV55777,0,51,6.531151390674127e-07,0.0001834875184486436,1.1104139828011509e-05
PRV55762,0,20,1.5256218258557194e-07,0.0001463422054651172,5.030264935147645e-06
PRV57613,0,6,7.089106704107627e-08,0.00048337034991059995,2.3646819313522384e-06
PRV52007,0,47,9.298921916188385e-08,0.00010927044590986486,1.1413561482106219e-05
PRV57118,0,30,5.404950886888052e-07,0.00018036170778974137,7.395531471731492e-06
PRV55656,0,80,1.1278874351837849e-07,9.90042806184421e-05,1.695053406490666e-05
PRV52493,0,38,2.384969407510446e-07,8.927337991175823e-05,8.446554977511992e-06
PRV55460,0,45,8.662964781394608e-07,0.00010092285833459545,1.0077843463994499e-05
PRV52407,0,115,2.5996626946061534e-07,0.0002335580266337373,2.3848505793619227e-05
PRV54547,0,7,1.4778353884364327e-07,0.0003311262980096272,2.6775366501173513e-06
PRV54546,0,15,1.7072798696453203e-07,0.00016045577262447234,4.461714139667137e-06
PRV52863,0,128,8.822475286300855e-07,0.0001021159446358904,2.5911136705455996e-05
PRV53935,0,36,6.672020940955248e-07,9.766279185262938e-05,7.938126046407255e-06
PRV54627,0,63,3.7625135286815274e-07,0.00019054824022220153,1.4154674056516328e-05
PRV53035,0,92,1.1616257763663233e-06,0.00011958381227506964,1.9654903262510657e-05
PRV52421,0,228,3.8042493374899483e-07,6.102871571147959e-05,4.66365169526277e-05
PRV56976,0,14,1.9987784411668305e-07,8.561844817718135e-05,3.699680956473119e-06
PRV54027,0,34,6.134162151306757e-08,0.00025627238379040987,8.096319382843821e-06
PRV54517,0,111,6.17029134329377e-07,0.00019331001166114737,2.4448416452283042e-05
PRV55882,0,61,1.153611928654648e-07,9.933780832204751e-05,1.4076149382614065e-05
PRV57720,0,37,6.521756847754528e-07,0.00011028403750544667,8.964281612701744e-06
PRV57694,0,45,1.879785138546765e-07,0.00011211109027977785,1.022320494410463e-05
PRV54714,0,27,4.1449277384038996e-08,0.00018845923600882206,6.496763569155758e-06
PRV55480,0,109,1.9421807581590394e-06,7.500355709850566e-05,2.330683800617127e-05
PRV55299,0,48,3.437983291132431e-08,0.00011210942061306443,1.1423799082946704e-05
PRV53818,0,29,5.2758116958369366e-08,0.00023382868850244326,6.562388555765392e-06
PRV56076,0,8,8.860407443397905e-08,0.00033912808917852514,2.568886930547361e-06
PRV56333,0,103,1.8064999151064436e-07,9.643435721179156e-05,2.350268716862356e-05
PRV53343,0,14,3.30249273442304e-08,0.00012845350010841618,3.941431597359489e-06
PRV55325,0,114,1.0257311573578497e-07,0.00022178376364703523,2.2694427514528878e-05
PRV53454,0,60,7.581860525662497e-07,9.528267779561156e-05,1.3438918624918252e-05
PRV56267,0,10,1.4854303526941665e-07,0.00021352615555525833,2.9909063789751307e-06
PRV54753,0,43,4.877324030338163e-07,0.00013802875589816882,9.508647143346007e-06
PRV54941,0,43,6.124992491480455e-07,7.881546872797178e-05,9.418816510309862e-06
PRV54415,0,60,6.075053800300504e-07,0.0001305925452281714,1.2797498926081957e-05
PRV52026,0,63,7.185769091302873e-07,9.742511605845288e-05,1.3371543348616237e-05
PRV52440,0,30,6.590534978466782e-08,0.00028672657395392655,6.79982527354119e-06
PRV53034,0,4,5.683323331827716e-08,0.00013760703010521797,2.3634929454761126e-06
PRV51952,0,51,6.736438618692522e-07,0.00010483569082824255,1.1667819503697143e-05
PRV55748,0,26,3.692922600154109e-07,0.00011225439738593503,6.563455894072249e-06
PRV51917,0,27,3.197511909725531e-08,0.00021518637901395596,6.708369360839432e-06
PRV51104,0,30,1.488275064178263e-07,0.00023762474729124226,7.023402865687911e-06
PRV55627,0,91,7.504440647361459e-08,9.187432126048017e-05,1.934902626071652e-05
PRV56932,0,22,1.4110785158096435e-07,0.00017551843941316538,5.273301566021326e-06
PRV56989,0,6,1.2123200676516026e-07,0.00012127792603002703,2.213302101395801e-06
PRV57005,0,5,7.86819654211417e-08,0.0003672943614085585,2.7541926295800203e-06
PRV54171,0,196,1.5474234973824604e-07,0.000266764863668406,3.905565389429204e-05
PRV57388,0,22,2.6380701022765994e-07,0.00018608647232899543,5.356253126881808e-06
PRV54182,0,11,9.571097329588859e-08,0.00020983851759358575,3.1119182810198332e-06
PRV54181,0,11,9.197416718201294e-08,0.0003214019925594523,3.0698520263256264e-06
PRV54471,0,113,2.2100447229457976e-08,0.00019589562074179815,2.146194237513103e-05
PRV54472,0,84,9.68281945145028e-09,0.00020372200158443065,1.677586774174126e-05
PRV57736,0,33,8.405952429222578e-08,0.00017364488694774426,7.334889197152649e-06
PRV55904,0,73,1.0951876194459315e-06,0.00010296015799046998,1.5531244291844008e-05
PRV55624,0,4,3.544504036839846e-08,0.00028395786565131245,1.798602912880523e-06
PRV54293,0,4,7.388080747555328e-08,0.00028395786565131245,2.1642604790018665e-06
PRV54790,0,18,3.600074363778737e-08,0.00014756142967228093,5.276350528336558e-06
PRV51682,0,42,2.446083519158963e-06,9.422891002835719e-05,9.130783685158044e-06
PRV53353,0,75,3.212607301035703e-08,0.00011605919193024566,1.5761508232603436e-05
PRV56858,0,100,2.934253848712365e-07,0.00012163209891498738,2.3035301067381134e-05
PRV55322,0,75,3.8162101892312136e-08,0.00011652296886922124,1.537231287911032e-05
PRV52385,0,58,1.020464734410288e-06,0.00010732674000846283,1.249283014215142e-05
PRV54312,0,11,1.5067701384774894e-07,0.00012105737628046213,3.872398454628752e-06
PRV56295,0,10,1.4636864612127631e-08,0.0002776571384678028,3.0040834080853514e-06
PRV53125,0,4,7.823626557699587e-08,0.00035776449221730885,1.9021901290524342e-06
PRV55804,0,21,1.8869732308859704e-07,9.892042488325629e-05,6.886971763109569e-06
PRV51015,0,21,3.392096853617576e-07,0.00019617974953939165,5.056147545328891e-06
PRV53447,0,102,3.1284990043563688e-06,8.49601095492571e-05,2.079667630576271e-05
PRV55353,0,30,4.310494166356563e-08,9.912341018496747e-05,6.5877178469330155e-06
PRV51991,0,83,1.30933863170522e-07,7.633462630047319e-05,1.7439954167229007e-05
PRV55564,0,7,1.0194124603252668e-07,0.0002630731425456004,2.434454979426772e-06
PRV56593,0,118,1.1026298959365967e-06,4.9293986353505895e-05,2.5499729138118868e-05
PRV52748,0,20,1.4930516709867444e-07,9.486263292043019e-05,5.334213179693911e-06
PRV57760,0,59,1.8772072948490875e-07,0.00036800886301260503,1.2103599422586993e-05
PRV54028,0,16,2.3974082669788054e-07,0.00014370342625427533,4.24472247892265e-06
PRV55587,0,20,2.248667236663452e-07,0.00010753855594355717,5.205937364668226e-06
PRV54430,0,168,3.217330303958404e-07,0.00015367122212822,3.467426920647144e-05
PRV55625,0,54,1.9462830963773656e-07,0.000145017073498843,1.2049341236746084e-05
PRV54311,0,10,9.195243944820336e-08,0.00044669769083488113,3.0809878559893937e-06
PRV55344,0,34,2.364515903899255e-09,0.00042375009998578086,7.030034700186718e-06
PRV51726,0,54,2.9626353240617555e-06,9.223915831767471e-05,1.2567786771395668e-05
PRV51936,0,51,9.364079870869666e-07,0.00010243937726955163,1.1726226542607443e-05
PRV57499,0,42,8.527322706576006e-07,0.00010902884289458429,9.455332249082715e-06
PRV53572,0,14,4.457957436793489e-08,0.0002795053061645617,3.968736470465555e-06
PRV57107,0,34,5.602496785907293e-07,9.6320066669423e-05,7.759200125395415e-06
PRV53351,0,46,3.734955725988049e-08,0.00020599926314339724,1.0051077538395261e-05
PRV53315,0,67,2.503624193329663e-07,0.00012025834096269596,1.4932432792879018e-05
PRV55073,0,43,1.5133012498648611e-07,9.046601287597631e-05,9.162775425093688e-06
PRV53073,0,37,4.986936750756464e-07,0.0002807143532756602,7.866296778412408e-06
PRV56797,0,15,1.8328177960954643e-07,0.00026117693083596826,4.000500530430014e-06
PRV53678,0,6,7.86836367306882e-08,0.00024378795982207715,2.2501855558214215e-06
PRV56905,0,38,5.434899912219267e-07,0.00010849705875530291,8.491658689498499e-06
PRV54467,0,22,1.6415429294736226e-07,0.0003205744628535619,5.446175289690518e-06
PRV54490,0,62,1.3026445416851055e-07,0.00012959111905250117,1.2798328099717366e-05
PRV53979,0,202,9.153568542012811e-07,9.823882299367323e-05,4.195314657942341e-05
PRV57329,0,86,2.3785911266206598e-06,6.232410762771847e-05,1.9488186434306687e-05
PRV57546,0,45,7.160002693789e-07,9.535299050828588e-05,1.122412705198427e-05
PRV54554,0,69,1.060287998013841e-07,0.000583466235564088,1.4547247841616267e-05
PRV55563,0,43,5.70409002505802e-07,7.687957628939222e-05,1.0660001438264782e-05
PRV53036,0,313,3.899781834845965e-07,8.198702053754322e-05,6.117574930235414e-05
PRV53446,0,111,1.3063080945281498e-06,6.203627314213458e-05,2.4046168527951888e-05
PRV53741,0,17,1.9645892463107863e-07,9.086060156111877e-05,4.894591037503672e-06
PRV53641,0,20,1.692550546662158e-09,0.0002133640225233064,4.839366497594784e-06
PRV51969,0,104,1.0180959960332576e-07,7.219267037762607e-05,2.1799251918625774e-05
PRV56117,0,34,1.6059588789902495e-07,0.00013343888116894054,7.75469869688955e-06
PRV52934,0,80,5.485255587385137e-07,0.000121230082789989,1.6610798907091247e-05
PRV51323,0,192,1.8199201264225533e-08,0.00019447604296975147,3.6853074106753084e-05
PRV52875,0,33,8.416022732981794e-08,0.00017053683373912564,7.525032787369865e-06
PRV51843,0,132,9.541084952867523e-07,9.091638845155336e-05,2.7690366992494083e-05
PRV54634,0,79,6.155859022425067e-07,0.00010389914008307645,1.6817135380510444e-05
PRV54580,0,74,6.70810992916295e-07,9.526095949364137e-05,1.6057016287495958e-05
PRV53525,0,6,6.132752542617304e-08,0.0004368750886944854,2.3084422268900697e-06
PRV56363,0,45,1.1847152922621409e-07,0.0004125545549228278,9.610602647204114e-06
PRV54240,0,186,9.502924923552523e-07,0.00011038130815979834,3.812864036116578e-05
PRV54115,0,11,1.6746656995782575e-07,0.0002085476875240835,3.4616793980530516e-06
PRV54192,0,5,5.798863236907281e-08,0.00014578549988551945,1.9906947086644954e-06
PRV52213,0,16,8.137885750006783e-09,0.00011073555118409532,4.777961074174438e-06
PRV54602,0,35,2.0642919696908208e-07,0.00014012852761292684,8.049901393981573e-06
PRV56882,0,53,2.3206695786660794e-07,0.00023062786677956166,1.1618685420532509e-05
PRV56051,0,9,1.5254987346021046e-07,0.00013329163315056175,3.0573864720854684e-06
PRV51675,0,70,2.083160300793502e-06,5.7223613313956964e-05,1.5202480547152061e-05
PRV55044,0,21,4.4777542264464344e-07,0.00011714750415610484,5.547378493403714e-06
PRV51861,0,52,8.09727622916482e-07,9.749652165796642e-05,1.2150172317702085e-05
PRV53690,0,30,6.532951590345158e-07,0.00021104856217654956,6.8604666158221585e-06
PRV54282,0,51,6.389413047765147e-08,0.0002861397063963043,1.125894309537477e-05
